info,year,title
"{'actors': ['Keir Gilchrist', 'Zach Galifianakis', 'Emma Roberts'], 'release_date': '2010-09-26T00:00:00Z', 'plot': 'A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk0MTAyNjQ2N15BMl5BanBnXkFtZTcwNjYwOTU3Mw@@._V1_SX400_.jpg', 'directors': ['Anna Boden', 'Ryan Fleck'], 'rating': Decimal('7'), 'rank': Decimal('1218'), 'running_time_secs': Decimal('6060')}",2010,It's Kind of a Funny Story
"{'actors': ['Johnny Knoxville', 'Steve-O', 'Bam Margera'], 'release_date': '2010-10-13T00:00:00Z', 'plot': 'Johnny Knoxville and company return for the third installment of their TV show spin-off, where dangerous stunts and explicit public displays rule.', 'genres': ['Documentary', 'Action', 'Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjI3NTQ1NTE4OV5BMl5BanBnXkFtZTcwMzEzMzA3NA@@._V1_SX400_.jpg', 'directors': ['Jeff Tremaine'], 'rating': Decimal('6.9'), 'rank': Decimal('3938'), 'running_time_secs': Decimal('5640')}",2010,Jackass 3D
"{'actors': ['Josh Brolin', 'Megan Fox', 'John Malkovich'], 'release_date': '2010-06-17T00:00:00Z', 'plot': 'The U.S. military makes a scarred bounty hunter with warrants on his own head an offer he cannot refuse: in exchange for his freedom, he must stop a terrorist who is ready to unleash Hell on Earth.', 'genres': ['Action', 'Drama', 'Fantasy', 'Thriller', 'Western'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ2NzYxNjQyMF5BMl5BanBnXkFtZTcwOTQ0OTI0Mw@@._V1_SX400_.jpg', 'directors': ['Jimmy Hayward'], 'rating': Decimal('4.6'), 'rank': Decimal('2120'), 'running_time_secs': Decimal('4860')}",2010,Jonah Hex
"{'actors': ['Koji Yakusho', 'Takayuki Yamada', 'Yusuke Iseya'], 'release_date': '2010-09-09T00:00:00Z', 'plot': 'A group of assassins come together for a suicide mission to kill an evil lord.', 'genres': ['Action', 'Adventure', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BODg3MTYwODY3MF5BMl5BanBnXkFtZTcwMDk2MzYwNQ@@._V1_SX400_.jpg', 'directors': ['Takashi Miike'], 'rating': Decimal('7.6'), 'rank': Decimal('2265'), 'running_time_secs': Decimal('8460')}",2010,Jusan-nin no shikaku
"{'actors': ['Queen Latifah', 'Common', 'Paula Patton'], 'release_date': '2010-05-14T00:00:00Z', 'plot': 'A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.', 'genres': ['Comedy', 'Romance', 'Sport'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ5MTcxODQwNF5BMl5BanBnXkFtZTcwNDk1MjQyMw@@._V1_SX400_.jpg', 'directors': ['Sanaa Hamri'], 'rating': Decimal('5.3'), 'rank': Decimal('4188'), 'running_time_secs': Decimal('6000')}",2010,Just Wright
"{'actors': ['Bridgit Mendler', 'Amy Poehler', 'Will Arnett'], 'release_date': '2010-07-17T00:00:00Z', 'plot': ""The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their daughter, Arrietty, is discovered."", 'genres': ['Animation', 'Adventure', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTAxNjk3OTYyODReQTJeQWpwZ15BbWU3MDgyODY2OTY@._V1_SX400_.jpg', 'directors': ['Hiromasa Yonebayashi'], 'rating': Decimal('7.6'), 'rank': Decimal('2655'), 'running_time_secs': Decimal('5640')}",2010,Kari-gurashi no Arietti
"{'actors': ['Katherine Heigl', 'Ashton Kutcher', 'Tom Selleck'], 'release_date': '2010-06-01T00:00:00Z', 'plot': 'A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple.', 'genres': ['Action', 'Comedy', 'Romance', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU0NDIwOTcwOV5BMl5BanBnXkFtZTcwNjU3NTQ0Mw@@._V1_SX400_.jpg', 'directors': ['Robert Luketic'], 'rating': Decimal('5.2'), 'rank': Decimal('1850'), 'running_time_secs': Decimal('6000')}",2010,Killers
"{'actors': ['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard'], 'release_date': '2010-06-16T00:00:00Z', 'plot': 'A story of a girl who gets mixed up with a spy trying to clear his name.', 'genres': ['Action', 'Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_SX400_.jpg', 'directors': ['James Mangold'], 'rating': Decimal('6.2'), 'rank': Decimal('1696'), 'running_time_secs': Decimal('6540')}",2010,Knight and Day
"{'actors': ['Benjamin Helstad', 'Trond Nilssen', 'Stellan Skarsgard'], 'release_date': '2010-12-17T00:00:00Z', 'plot': 'Norwegian winter, early 20th century. On the boys home Bastoy, a new inmate leads the boys to a violent uprising against a brutal regime. How far is he willing to go to attain freedom?', 'genres': ['Drama', 'Action'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNTY1MjM2Mjk5NF5BMl5BanBnXkFtZTcwMjc5MzA1Nw@@._V1_SX400_.jpg', 'directors': ['Marius Holst'], 'rating': Decimal('7.3'), 'rank': Decimal('4589'), 'running_time_secs': Decimal('6960')}",2010,Kongen av Bastoy
"{'actors': ['Romain Duris', 'Vanessa Paradis', 'Julie Ferrier'], 'release_date': '2010-01-23T00:00:00Z', 'plot': 'Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.', 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjI0NjU5ODYwM15BMl5BanBnXkFtZTcwOTk5NDI3Mw@@._V1_SX400_.jpg', 'directors': ['Pascal Chaumeil'], 'rating': Decimal('6.7'), 'rank': Decimal('4219'), 'running_time_secs': Decimal('6300')}",2010,L'arnacoeur
"{'actors': ['Keira Knightley', 'Sam Worthington', 'Eva Mendes'], 'release_date': '2010-09-18T00:00:00Z', 'plot': ""The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love."", 'genres': ['Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNTk1Nzc5OTkwN15BMl5BanBnXkFtZTcwNjEyMTA4NA@@._V1_SX400_.jpg', 'directors': ['Massy Tadjedin'], 'rating': Decimal('6.4'), 'rank': Decimal('2063'), 'running_time_secs': Decimal('5580')}",2010,Last Night
"{'actors': ['Amy Adams', 'Matthew Goode', 'Adam Scott'], 'release_date': '2010-01-06T00:00:00Z', 'plot': 'Anna Brady plans to travel to Dublin, Ireland to propose to her boyfriend Jeremy on February 29, leap day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it.', 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTgzMTQ2MDQxMF5BMl5BanBnXkFtZTcwODEzOTg5Mg@@._V1_SX400_.jpg', 'directors': ['Anand Tucker'], 'rating': Decimal('6.1'), 'rank': Decimal('1749'), 'running_time_secs': Decimal('6000')}",2010,Leap Year
"{'actors': ['Jim Sturgess', 'Hugo Weaving', 'David Wenham'], 'release_date': '2010-09-23T00:00:00Z', 'plot': 'When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.', 'genres': ['Animation', 'Adventure', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_SX400_.jpg', 'directors': ['Zack Snyder'], 'rating': Decimal('6.9'), 'rank': Decimal('2246'), 'running_time_secs': Decimal('5820')}",2010,Legend of the Guardians: The Owls of Ga'Hoole
"{'actors': ['Paul Bettany', 'Dennis Quaid', 'Charles S. Dutton'], 'release_date': '2010-01-21T00:00:00Z', 'plot': 'A group of strangers fight for the welfare of humanity.', 'genres': ['Action', 'Fantasy', 'Horror'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTMzNDg4NjYxOV5BMl5BanBnXkFtZTcwODQyNDg3Mg@@._V1_SX400_.jpg', 'directors': ['Scott Stewart'], 'rating': Decimal('5'), 'rank': Decimal('1170'), 'running_time_secs': Decimal('6000')}",2010,Legion
"{'actors': ['Louise Bourgoin', 'Mathieu Amalric', 'Gilles Lellouche'], 'release_date': '2010-04-09T00:00:00Z', 'plot': 'An adventure set in the early part of the 20th century and focused on a popular novelist and her dealings with would-be suitors, the cops, monsters, and other distractions.', 'genres': ['Action', 'Adventure', 'Fantasy', 'Mystery'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTcwNzc0ODc5N15BMl5BanBnXkFtZTcwNDI1MTY4NA@@._V1_SX400_.jpg', 'directors': ['Luc Besson'], 'rating': Decimal('6.1'), 'rank': Decimal('4983'), 'running_time_secs': Decimal('6420')}",2010,Les aventures extraordinaires d'Adele Blanc-Sec
"{'actors': ['Francois Cluzet', 'Marion Cotillard', 'Benoit Magimel'], 'release_date': '2010-09-11T00:00:00Z', 'plot': 'A near-fatal accident leaves one friend in the hospital while the rest go on their annual vacation. But their secrets and personal grief threaten to drive them apart.', 'genres': ['Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM1Mjg2MDYyMF5BMl5BanBnXkFtZTcwMDk1NjYxOA@@._V1_SX400_.jpg', 'directors': ['Guillaume Canet'], 'rating': Decimal('7'), 'rank': Decimal('3871'), 'running_time_secs': Decimal('9240')}",2010,Les petits mouchoirs
"{'actors': ['Kodi Smit-McPhee', 'Chloe Grace Moretz', 'Richard Jenkins'], 'release_date': '2010-09-13T00:00:00Z', 'plot': 'A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.', 'genres': ['Drama', 'Horror', 'Mystery'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNDQ4MjQ4OTMwMF5BMl5BanBnXkFtZTcwOTYzNDc4Mw@@._V1_SX400_.jpg', 'directors': ['Matt Reeves'], 'rating': Decimal('7.2'), 'rank': Decimal('660'), 'running_time_secs': Decimal('6960')}",2010,Let Me In
"{'actors': ['Amanda Seyfried', 'Gael Garcia Bernal', 'Vanessa Redgrave'], 'release_date': '2010-04-25T00:00:00Z', 'plot': 'Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet"".', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_SX400_.jpg', 'directors': ['Gary Winick'], 'rating': Decimal('6.3'), 'rank': Decimal('1676'), 'running_time_secs': Decimal('6300')}",2010,Letters to Juliet
"{'actors': ['Katherine Heigl', 'Josh Duhamel', 'Josh Lucas'], 'release_date': '2010-10-02T00:00:00Z', 'plot': 'Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_SX400_.jpg', 'directors': ['Greg Berlanti'], 'rating': Decimal('6.3'), 'rank': Decimal('1199'), 'running_time_secs': Decimal('6840')}",2010,Life as We Know It
"{'actors': ['Ben Stiller', 'Teri Polo', 'Robert De Niro'], 'release_date': '2010-12-22T00:00:00Z', 'plot': 'Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker have what it takes?', 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkwNjE3NjQwOV5BMl5BanBnXkFtZTcwNzAyNTMwNA@@._V1_SX400_.jpg', 'directors': ['Paul Weitz'], 'rating': Decimal('5.3'), 'rank': Decimal('1809'), 'running_time_secs': Decimal('5880')}",2010,Little Fockers
"{'actors': ['Ben Barnes', 'Sarah Roemer', 'Eliza Dushku'], 'release_date': '2010-09-17T00:00:00Z', 'plot': 'Josh leaves his advertising career at its peak, everyone wants either to be him or to have him. A car accident will leave his daughter in a strange coma and when everyone has given up she starts communicating with him, or is he going mad?', 'genres': ['Drama', 'Thriller'], 'directors': ['Suri Krishnamma'], 'rating': Decimal('5.8'), 'rank': Decimal('1267'), 'running_time_secs': Decimal('5100')}",2010,Locked In
"{'actors': ['Katja Herbers', 'Anna Drijver', 'Hadewych Minis'], 'release_date': '2010-12-16T00:00:00Z', 'plot': 'Five best friends, all married, decide to share a loft apartment.', 'genres': ['Crime', 'Drama', 'Thriller'], 'directors': ['Antoinette Beumer'], 'rating': Decimal('6.8'), 'rank': Decimal('3115'), 'running_time_secs': Decimal('6480')}",2010,Loft
"{'actors': ['Colin Farrell', 'Keira Knightley', 'Ray Winstone'], 'release_date': '2010-11-26T00:00:00Z', 'plot': ""An ex-con hired to look after a reclusive young actress finds himself falling in love, which puts him in direct confrontation with one of London's most vicious gangsters."", 'genres': ['Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA1OTk2NTI4NF5BMl5BanBnXkFtZTcwOTA5NTE5Ng@@._V1_SX400_.jpg', 'directors': ['William Monahan'], 'rating': Decimal('6.2'), 'rank': Decimal('2432'), 'running_time_secs': Decimal('6180')}",2010,London Boulevard
"{'actors': ['Belen Rueda', 'Lluis Homar', 'Pablo Derqui'], 'release_date': '2010-09-11T00:00:00Z', 'plot': 'The story of a woman who is slowly losing her sight whilst trying to investigate the mysterious death of her twin sister.', 'genres': ['Horror', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAwMzQ4NDc0NF5BMl5BanBnXkFtZTcwODM5ODkwNQ@@._V1_SX400_.jpg', 'directors': ['Guillem Morales'], 'rating': Decimal('6.5'), 'rank': Decimal('4444'), 'running_time_secs': Decimal('7080')}",2010,Los ojos de Julia
"{'actors': ['Bow Wow', 'Brandon T. Jackson', 'Naturi Naughton'], 'release_date': '2010-08-20T00:00:00Z', 'plot': ""Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million."", 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM0ODA2NjcxM15BMl5BanBnXkFtZTcwNTA3NTI0Mw@@._V1_SX400_.jpg', 'directors': ['Erik White'], 'rating': Decimal('4.3'), 'rank': Decimal('4080'), 'running_time_secs': Decimal('5940')}",2010,Lottery Ticket
"{'actors': ['Jake Gyllenhaal', 'Anne Hathaway', 'Judy Greer'], 'release_date': '2010-11-04T00:00:00Z', 'plot': ""A woman suffering from Parkinson's befriends a drug rep working for Pfizer against 1990s Pittsburgh backdrop."", 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTgxOTczODEyMF5BMl5BanBnXkFtZTcwMDc0NDY4Mw@@._V1_SX400_.jpg', 'directors': ['Edward Zwick'], 'rating': Decimal('6.6'), 'rank': Decimal('362'), 'running_time_secs': Decimal('6720')}",2010,Love & Other Drugs
"{'actors': ['Will Forte', 'Kristen Wiig', 'Val Kilmer'], 'release_date': '2010-03-15T00:00:00Z', 'plot': ""Ex-special operative MacGruber is called back into action to take down his archenemy, Dieter Von Cunth, who's in possession of a nuclear warhead and bent on destroying Washington, D.C."", 'genres': ['Action', 'Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE4MDY1ODY5Nl5BMl5BanBnXkFtZTcwNjgzMTEzMw@@._V1_SX400_.jpg', 'directors': ['Jorma Taccone'], 'rating': Decimal('5.3'), 'rank': Decimal('2871'), 'running_time_secs': Decimal('5400')}",2010,MacGruber
"{'actors': ['Danny Trejo', 'Michelle Rodriguez', 'Robert De Niro'], 'release_date': '2010-09-01T00:00:00Z', 'plot': 'After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.', 'genres': ['Action', 'Crime', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTUwNzIwMDY0OF5BMl5BanBnXkFtZTcwMzM3Njg2Mw@@._V1_SX400_.jpg', 'directors': ['Ethan Maniquis', 'Robert Rodriguez'], 'rating': Decimal('6.7'), 'rank': Decimal('506'), 'running_time_secs': Decimal('6300')}",2010,Machete
"{'actors': ['Owen Wilson', 'Judy Greer', 'Lee Pace'], 'release_date': '2010-05-27T00:00:00Z', 'plot': 'A suburban family moves to a new neighborhood with their large yet lovable Great Dane, who has a tendency to wreak havoc in his own oblivious way.', 'genres': ['Comedy', 'Family'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjIyMDkwNjQ3N15BMl5BanBnXkFtZTcwMDc0NzgyMw@@._V1_SX400_.jpg', 'directors': ['Tom Dey'], 'rating': Decimal('3.7'), 'rank': Decimal('2672'), 'running_time_secs': Decimal('5220')}",2010,Marmaduke
"{'actors': ['Will Ferrell', 'Jonah Hill', 'Brad Pitt'], 'release_date': '2010-10-28T00:00:00Z', 'plot': 'The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.', 'genres': ['Animation', 'Action', 'Comedy', 'Family', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_SX400_.jpg', 'directors': ['Tom McGrath'], 'rating': Decimal('7.2'), 'rank': Decimal('1468'), 'running_time_secs': Decimal('5700')}",2010,Megamind
"{'actors': ['Scoot McNairy', 'Whitney Able', 'Mario Zuniga Benavides'], 'release_date': '2010-06-18T00:00:00Z', 'plot': 'Six years after Earth has suffered an alien invasion a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the US border.', 'genres': ['Drama', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE4MzMyNjExMl5BMl5BanBnXkFtZTcwMzI5NjM3Mw@@._V1_SX400_.jpg', 'directors': ['Gareth Edwards'], 'rating': Decimal('6.3'), 'rank': Decimal('1817'), 'running_time_secs': Decimal('5640')}",2010,Monsters
"{'actors': ['Jeanne Tripplehorn', 'Laura Linney', 'Leland Orser'], 'release_date': '2010-04-26T00:00:00Z', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjExODI2NDk1N15BMl5BanBnXkFtZTgwMjMzNDUwMDE@._V1_SX400_.jpg', 'directors': ['Leland Orser'], 'rating': Decimal('6.4'), 'rank': Decimal('1951'), 'running_time_secs': Decimal('5700')}",2010,Morning
"{'actors': ['Rachel McAdams', 'Harrison Ford', 'Diane Keaton'], 'release_date': '2010-11-10T00:00:00Z', 'plot': 'An upstart television producer accepts the challenge of reviving a struggling morning show program with warring co-hosts.', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTYxNDM1NTQ4N15BMl5BanBnXkFtZTcwOTQ0Njg5Mw@@._V1_SX400_.jpg', 'directors': ['Roger Michell'], 'rating': Decimal('6.4'), 'rank': Decimal('1998'), 'running_time_secs': Decimal('6420')}",2010,Morning Glory
"{'actors': ['Rebecca De Mornay', 'Jaime King', 'Shawn Ashmore'], 'release_date': '2010-09-23T00:00:00Z', 'plot': 'The sadistic members of a villainous family return to their childhood home to terrorize the new home owners and their guests.', 'genres': ['Crime', 'Drama', 'Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjEyMTI3ODcwOF5BMl5BanBnXkFtZTcwMDUzOTA1Nw@@._V1_SX400_.jpg', 'directors': ['Darren Lynn Bousman'], 'rating': Decimal('6.1'), 'rank': Decimal('3790'), 'running_time_secs': Decimal('6720')}",2010,Mother's Day
"{'actors': ['Shah Rukh Khan', 'Kajol', 'Sheetal Menon'], 'release_date': '2010-02-11T00:00:00Z', 'plot': ""An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President seriously, and embarks on a cross-country journey."", 'genres': ['Drama', 'Romance', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_SX400_.jpg', 'directors': ['Karan Johar'], 'rating': Decimal('7.5'), 'rank': Decimal('4747'), 'running_time_secs': Decimal('9900')}",2010,My Name Is Khan
"{'actors': ['Max Thieriot', 'John Magaro', 'Denzel Whitaker'], 'release_date': '2010-10-07T00:00:00Z', 'plot': 'A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.', 'genres': ['Horror', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk4NjE1OTg1MV5BMl5BanBnXkFtZTcwNTgwOTU3Mw@@._V1_SX400_.jpg', 'directors': ['Wes Craven'], 'rating': Decimal('4.6'), 'rank': Decimal('4598'), 'running_time_secs': Decimal('6420')}",2010,My Soul to Take
"{'actors': ['Emma Thompson', 'Maggie Gyllenhaal', 'Ralph Fiennes'], 'release_date': '2010-03-24T00:00:00Z', 'plot': ""Nanny McPhee arrives to help a harried young mother who is trying to run the family farm while her husband is away at war, though she uses her magic to teach the woman's children and their two spoiled cousins five new lessons."", 'genres': ['Comedy', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTI5NDUxNDU4OF5BMl5BanBnXkFtZTcwNDk1NjM1Mw@@._V1_SX400_.jpg', 'directors': ['Susanna White'], 'rating': Decimal('5.9'), 'rank': Decimal('3570'), 'running_time_secs': Decimal('6540')}",2010,Nanny McPhee and the Big Bang
"{'actors': ['Keira Knightley', 'Carey Mulligan', 'Andrew Garfield'], 'release_date': '2010-09-03T00:00:00Z', 'plot': 'The story of three friends who are tragically born to lead short lives, and the love triangle that forms between them in their brief time together.', 'genres': ['Drama', 'Romance', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM3NDQ1MjE2OF5BMl5BanBnXkFtZTcwNDIxNTk2Mw@@._V1_SX400_.jpg', 'directors': ['Mark Romanek'], 'rating': Decimal('7.1'), 'rank': Decimal('470'), 'running_time_secs': Decimal('6180')}",2010,Never Let Me Go
"{'actors': ['America Ferrera', 'Forest Whitaker', 'Carlos Mencia'], 'release_date': '2010-03-12T00:00:00Z', 'plot': ""The weeks leading up to a young couple's wedding is comic and stressful, especially as their respective fathers try to lay to rest their feud."", 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTI4MDU1MzY3N15BMl5BanBnXkFtZTcwNTYzMTUxMw@@._V1_SX400_.jpg', 'directors': ['Rick Famuyiwa'], 'rating': Decimal('4.3'), 'rank': Decimal('4856'), 'running_time_secs': Decimal('6180')}",2010,Our Family Wedding
"{'actors': ['Katie Featherston', 'Micah Sloat', 'Molly Ephraim'], 'release_date': '2010-10-20T00:00:00Z', 'plot': 'After experiencing what they think are a series of ""break-ins"", a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.', 'genres': ['Horror'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE4NDgwMzAxNF5BMl5BanBnXkFtZTcwNTE3OTk4Mw@@._V1_SX400_.jpg', 'directors': ['Tod Williams'], 'rating': Decimal('5.6'), 'rank': Decimal('2728'), 'running_time_secs': Decimal('5460')}",2010,Paranormal Activity 2
"{'actors': ['Mickey Rourke', 'Megan Fox', 'Bill Murray'], 'release_date': '2010-09-10T00:00:00Z', 'plot': 'An angel under the thumb of a ruthless gangster is saved by a trumpet player down on his luck.', 'genres': ['Drama', 'Fantasy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNDkzMzE1ODY1Ml5BMl5BanBnXkFtZTcwMzcyNDcxNQ@@._V1_SX400_.jpg', 'directors': ['Mitch Glazer'], 'rating': Decimal('4.2'), 'rank': Decimal('2589'), 'running_time_secs': Decimal('5640')}",2010,Passion Play
"{'actors': ['Logan Lerman', 'Kevin McKidd', 'Steve Coogan'], 'release_date': '2010-02-10T00:00:00Z', 'plot': ""A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods."", 'genres': ['Adventure', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ0MzY5OTQ2N15BMl5BanBnXkFtZTcwNzI1MTU5Mg@@._V1_SX400_.jpg', 'directors': ['Chris Columbus'], 'rating': Decimal('5.8'), 'rank': Decimal('326'), 'running_time_secs': Decimal('7080')}",2010,Percy Jackson & the Olympians: The Lightning Thief
"{'actors': ['Elisabeth Shue', ""Jerry O'Connell"", 'Richard Dreyfuss'], 'release_date': '2010-08-20T00:00:00Z', 'plot': ""After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents."", 'genres': ['Comedy', 'Horror'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU3NDg2NTY4Nl5BMl5BanBnXkFtZTcwMTM0OTE3Mw@@._V1_SX400_.jpg', 'directors': ['Alexandre Aja'], 'rating': Decimal('5.6'), 'rank': Decimal('768'), 'running_time_secs': Decimal('5280')}",2010,Piranha 3D
"{'actors': ['Adrien Brody', 'Laurence Fishburne', 'Topher Grace'], 'release_date': '2010-07-07T00:00:00Z', 'plot': 'A group of elite warriors are hunted by members of a merciless alien race known as Predators.', 'genres': ['Action', 'Adventure', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA5MzYwODgzOV5BMl5BanBnXkFtZTcwMTQwMjUyMw@@._V1_SX400_.jpg', 'directors': ['Nimrod Antal'], 'rating': Decimal('6.4'), 'rank': Decimal('1146'), 'running_time_secs': Decimal('6420')}",2010,Predators
"{'actors': ['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley'], 'release_date': '2010-05-09T00:00:00Z', 'plot': 'A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.', 'genres': ['Action', 'Adventure', 'Fantasy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTMwNDg0NzcyMV5BMl5BanBnXkFtZTcwNjg4MjQyMw@@._V1_SX400_.jpg', 'directors': ['Mike Newell'], 'rating': Decimal('6.5'), 'rank': Decimal('648'), 'running_time_secs': Decimal('6960')}",2010,Prince of Persia: The Sands of Time
"{'actors': ['Ruta Gedmintas', 'Joshua Bowman', 'Perdita Weeks'], 'release_date': '2010-09-04T00:00:00Z', 'genres': ['Horror'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTcwMjgxNDUyM15BMl5BanBnXkFtZTcwMTkyOTgyNA@@._V1_SX400_.jpg', 'directors': ['Patrik Syversen'], 'rating': Decimal('4.6'), 'rank': Decimal('4765'), 'running_time_secs': Decimal('5040')}",2010,Prowl
"{'actors': ['Nicole Kidman', 'Aaron Eckhart', 'Dianne Wiest'], 'release_date': '2010-09-13T00:00:00Z', 'plot': 'Life for a happy couple is turned upside down after their young son dies in an accident.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjEzOTU0NjMxNF5BMl5BanBnXkFtZTcwNzc5MDUxNA@@._V1_SX400_.jpg', 'directors': ['John Cameron Mitchell'], 'rating': Decimal('7'), 'rank': Decimal('2674'), 'running_time_secs': Decimal('5460')}",2010,Rabbit Hole
