year,title,info,id,_rid,_self,_etag,_attachments,_ts
2013,We're the Millers,"{'directors': ['Rawson Marshall Thurber'], 'release_date': '2013-08-03T00:00:00Z', 'rating': 7.2, 'genres': ['Comedy', 'Crime'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA5Njc0NDUxNV5BMl5BanBnXkFtZTcwMjYzNzU1OQ@@._V1_SX400_.jpg', 'plot': 'A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.', 'rank': 13, 'running_time_secs': 6600, 'actors': ['Jason Sudeikis', 'Jennifer Aniston', 'Emma Roberts']}",1e242839-00a7-4e01-bbc5-3d7327112096,41UnAPX7n7UMAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UMAAAAAAAAAA==/,"""7d00ff56-0000-0700-0000-5e39d8180000""",attachments/,1580849176
2013,Riddick,"{'directors': ['David Twohy'], 'release_date': '2013-09-04T00:00:00Z', 'rating': 6.8, 'genres': ['Action', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk5NzYwMzQ4MV5BMl5BanBnXkFtZTcwMjE5MTI1OQ@@._V1_SX400_.jpg', 'plot': ""Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past."", 'rank': 14, 'running_time_secs': 7140, 'actors': ['Vin Diesel', 'Karl Urban', 'Katee Sackhoff']}",abe80be6-8c82-4068-8810-5491e4b9be6f,41UnAPX7n7UNAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UNAAAAAAAAAA==/,"""7d000057-0000-0700-0000-5e39d8180000""",attachments/,1580849176
2013,The Family,"{'directors': ['Luc Besson'], 'release_date': '2013-09-10T00:00:00Z', 'rating': 6.5, 'genres': ['Action', 'Comedy', 'Crime'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_SX400_.jpg', 'plot': 'The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.', 'rank': 15, 'running_time_secs': 6660, 'actors': ['Robert De Niro', 'Michelle Pfeiffer', 'Dianna Agron']}",b730db70-1b23-40cd-bdc8-47df3416c719,41UnAPX7n7UOAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UOAAAAAAAAAA==/,"""7d000157-0000-0700-0000-5e39d8180000""",attachments/,1580849176
2013,Star Trek Into Darkness,"{'directors': ['J.J. Abrams'], 'release_date': '2013-05-02T00:00:00Z', 'rating': 7.9, 'genres': ['Action', 'Adventure', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX400_.jpg', 'plot': 'After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction.', 'rank': 16, 'running_time_secs': 7920, 'actors': ['Chris Pine', 'Zachary Quinto', 'Zoe Saldana']}",1ceacbeb-e9ad-4abf-81b7-314151586869,41UnAPX7n7UPAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UPAAAAAAAAAA==/,"""7d000557-0000-0700-0000-5e39d8180000""",attachments/,1580849176
2013,After Earth,"{'directors': ['M. Night Shyamalan'], 'release_date': '2013-05-01T00:00:00Z', 'rating': 4.9, 'genres': ['Action', 'Adventure', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1_SX400_.jpg', 'plot': ""A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help."", 'rank': 17, 'running_time_secs': 6000, 'actors': ['Jaden Smith', 'David Denman', 'Will Smith']}",8ef5bbcd-3c10-4fef-bd3d-037e6313cf90,41UnAPX7n7UQAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UQAAAAAAAAAA==/,"""7d000757-0000-0700-0000-5e39d8180000""",attachments/,1580849176
2013,The Great Gatsby,"{'directors': ['Baz Luhrmann'], 'release_date': '2013-05-01T00:00:00Z', 'rating': 7.3, 'genres': ['Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX400_.jpg', 'plot': 'A Midwestern war veteran finds himself drawn to the past and lifestyle of his millionaire neighbor.', 'rank': 18, 'running_time_secs': 8580, 'actors': ['Leonardo DiCaprio', 'Carey Mulligan', 'Joel Edgerton']}",e4c50b88-6cfe-4570-a6f3-2823cb4fac64,41UnAPX7n7URAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7URAAAAAAAAAA==/,"""7d000a57-0000-0700-0000-5e39d8180000""",attachments/,1580849176
2014,Divergent,"{'directors': ['Neil Burger'], 'release_date': '2014-03-20T00:00:00Z', 'genres': ['Action', 'Adventure', 'Romance', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjIyOTEyODQ4OV5BMl5BanBnXkFtZTgwMDIwNzEzMDE@._V1_SX400_.jpg', 'plot': 'Beatrice Prior, a teenager with a special mind, finds her life threatened when an authoritarian leader seeks to exterminate her kind in her effort to seize control of their divided society.', 'rank': 20, 'actors': ['Shailene Woodley', 'Kate Winslet', 'Zoe Kravitz']}",a01ac9fb-ec8e-4502-8171-1c8fb32adf1e,41UnAPX7n7USAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7USAAAAAAAAAA==/,"""7d000d57-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2013,We Are What We Are,"{'directors': ['Jim Mickle'], 'release_date': '2013-01-18T00:00:00Z', 'rating': 6.2, 'genres': ['Drama', 'Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjI3NjI3NjAyN15BMl5BanBnXkFtZTgwODE3NzMxMDE@._V1_SX400_.jpg', 'plot': 'The Parkers, a reclusive family who follow ancient customs, find their secret existence threatened as a torrential downpour moves into their area, forcing daughters Iris and Rose to assume responsibilities beyond those of a typical family.', 'rank': 21, 'running_time_secs': 6300, 'actors': ['Bill Sage', 'Ambyr Childers', 'Julia Garner']}",991b3be7-0270-4c5e-ab6c-76bcf1e681a7,41UnAPX7n7UTAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UTAAAAAAAAAA==/,"""7d000e57-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2013,Iron Man 3,"{'directors': ['Shane Black'], 'release_date': '2013-04-18T00:00:00Z', 'rating': 7.4, 'genres': ['Action', 'Adventure', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjIzMzAzMjQyM15BMl5BanBnXkFtZTcwNzM2NjcyOQ@@._V1_SX400_.jpg', 'plot': ""When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."", 'rank': 22, 'running_time_secs': 7800, 'actors': ['Robert Downey Jr.', 'Guy Pearce', 'Gwyneth Paltrow']}",50c5ecec-ac24-4f16-8145-0560c0573356,41UnAPX7n7UUAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UUAAAAAAAAAA==/,"""7d001057-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2014,The Amazing Spider-Man 2,"{'directors': ['Marc Webb'], 'release_date': '2014-04-17T00:00:00Z', 'genres': ['Action', 'Adventure', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE0MDAwNTUzNF5BMl5BanBnXkFtZTcwNDQ4NDYxOQ@@._V1_SX400_.jpg', 'plot': 'Spider-Man squares off against the Rhino and the powerful Electro while struggling to keep his promise to leave Gwen Stacey out of his dangerous life.', 'rank': 23, 'actors': ['Andrew Garfield', 'Emma Stone', 'Jamie Foxx']}",26be01d9-44b1-4a2b-9683-73d0ec2b8ff9,41UnAPX7n7UVAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UVAAAAAAAAAA==/,"""7d001157-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2013,Curse of Chucky,"{'directors': ['Don Mancini'], 'release_date': '2013-08-02T00:00:00Z', 'rating': 5.7, 'genres': ['Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjkxMjM0MDE3OF5BMl5BanBnXkFtZTcwMDQ3NzI4OQ@@._V1_SX400_.jpg', 'plot': ""After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to recent bloodshed and chaos."", 'rank': 24, 'running_time_secs': 5820, 'actors': ['Chantal Quesnelle', 'Fiona Dourif', 'Danielle Bisutti']}",2153daf9-df13-4213-a6fa-7635fd1e4357,41UnAPX7n7UWAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UWAAAAAAAAAA==/,"""7d001257-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2013,The Conjuring,"{'directors': ['James Wan'], 'release_date': '2013-06-08T00:00:00Z', 'rating': 7.7, 'genres': ['Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_SX400_.jpg', 'plot': 'Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.', 'rank': 25, 'running_time_secs': 6720, 'actors': ['Patrick Wilson', 'Vera Farmiga', 'Ron Livingston']}",648dbf30-357b-48ee-98e4-2d840433a55a,41UnAPX7n7UXAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UXAAAAAAAAAA==/,"""7d001457-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2013,Oldboy,"{'directors': ['Spike Lee'], 'release_date': '2013-10-10T00:00:00Z', 'genres': ['Action', 'Drama', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk5NTEwMzI5OV5BMl5BanBnXkFtZTgwMDQ4ODUwMDE@._V1_SX400_.jpg', 'plot': 'Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked up into solitary confinement for 20 years without reason.', 'rank': 26, 'actors': ['Josh Brolin', 'Elizabeth Olsen', 'Samuel L. Jackson']}",e496328e-458e-47ac-a5d4-f6831f84d0e7,41UnAPX7n7UYAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UYAAAAAAAAAA==/,"""7d001657-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2013,Escape Plan,"{'directors': ['Mikael Hafstrom'], 'release_date': '2013-07-18T00:00:00Z', 'rating': 7.6, 'genres': ['Action', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk3OTcxMTEyNl5BMl5BanBnXkFtZTcwMDQ4MjQ2OQ@@._V1_SX400_.jpg', 'plot': 'When a structural-security authority finds himself incarcerated in a prison he designed, he has to put his skills to escape and find out who framed him.', 'rank': 27, 'running_time_secs': 6960, 'actors': ['Sylvester Stallone', 'Arnold Schwarzenegger', '50 Cent']}",976b81fa-f1d3-4357-97fd-4b10ac03e20a,41UnAPX7n7UZAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UZAAAAAAAAAA==/,"""7d001857-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2013,Elysium,"{'directors': ['Neill Blomkamp'], 'release_date': '2013-08-07T00:00:00Z', 'rating': 7, 'genres': ['Action', 'Drama', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX400_.jpg', 'plot': 'Set in the year 2154, where the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth, a man takes on a mission that could bring equality to the polarized worlds.', 'rank': 28, 'running_time_secs': 6540, 'actors': ['Matt Damon', 'Jodie Foster', 'Sharlto Copley']}",f6c3ba8d-868e-4074-be84-91cd00a6db7a,41UnAPX7n7UaAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UaAAAAAAAAAA==/,"""7d001b57-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2013,Cloudy with a Chance of Meatballs 2,"{'directors': ['Cody Cameron', 'Kris Pearn'], 'release_date': '2013-09-26T00:00:00Z', 'rating': 6.7, 'genres': ['Animation', 'Comedy', 'Family', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_SX400_.jpg', 'plot': ""Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational and is churning out menacing food-animal hybrids."", 'rank': 29, 'running_time_secs': 5700, 'actors': ['Bill Hader', 'Anna Faris', 'Will Forte']}",98b2f41c-539b-4a70-9065-d6fafe9b94a2,41UnAPX7n7UbAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UbAAAAAAAAAA==/,"""7d001f57-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2014,RoboCop,"{'directors': ['Jose Padilha'], 'release_date': '2014-01-30T00:00:00Z', 'genres': ['Action', 'Crime', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjMwNzQ2MDkyOV5BMl5BanBnXkFtZTgwMjE5MjMyMDE@._V1_SX400_.jpg', 'plot': 'In 2028 Detroit, when Alex Murphy (Joel Kinnaman) - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.', 'rank': 30, 'actors': ['Joel Kinnaman', 'Douglas Urbanski', 'Abbie Cornish']}",beca9d85-c04f-4e7c-9c6b-e9fda58f76e6,41UnAPX7n7UcAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UcAAAAAAAAAA==/,"""7d002157-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2013,Carrie,"{'directors': ['Kimberly Peirce'], 'release_date': '2013-10-07T00:00:00Z', 'genres': ['Drama', 'Horror'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc1MDIyOTkxN15BMl5BanBnXkFtZTgwMTU1NzEzMDE@._V1_SX400_.jpg', 'plot': 'A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.', 'rank': 31, 'actors': ['Chloe Grace Moretz', 'Julianne Moore', 'Judy Greer']}",389c765f-7b40-44dd-b633-a25e4eaf18e8,41UnAPX7n7UdAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UdAAAAAAAAAA==/,"""7d002257-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2013,The Mortal Instruments: City of Bones,"{'directors': ['Harald Zwart'], 'release_date': '2013-08-12T00:00:00Z', 'rating': 6.6, 'genres': ['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc5NzAyOTQyNF5BMl5BanBnXkFtZTcwNzQ1MDc4OQ@@._V1_SX400_.jpg', 'plot': 'When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called Downworld.', 'rank': 32, 'running_time_secs': 7800, 'actors': ['Lily Collins', 'Jamie Campbell Bower', 'Robert Sheehan']}",ca00c7a9-b822-4921-90ed-972e8e4cdad1,41UnAPX7n7UeAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UeAAAAAAAAAA==/,"""7d002457-0000-0700-0000-5e39d8190000""",attachments/,1580849177
2014,Captain America: The Winter Soldier,"{'directors': ['Anthony Russo', 'Joe Russo'], 'release_date': '2014-04-02T00:00:00Z', 'genres': ['Action', 'Adventure', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAzMTg3MDcxM15BMl5BanBnXkFtZTcwNDQzNzI4OQ@@._V1_SX400_.jpg', 'plot': 'Steve Rogers struggles to embrace his role in the modern world and teams up with Natasha Romanoff, aka Black Widow, to battle a powerful yet shadowy enemy in present-day Washington, D.C.', 'rank': 33, 'actors': ['Chris Evans', 'Frank Grillo', 'Sebastian Stan']}",24ffbef9-a4c7-4e55-a462-36a408f5f6ae,41UnAPX7n7UfAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UfAAAAAAAAAA==/,"""7d002557-0000-0700-0000-5e39d81a0000""",attachments/,1580849178
2014,Need for Speed,"{'directors': ['Scott Waugh'], 'release_date': '2014-03-13T00:00:00Z', 'genres': ['Action'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjU2MTM3OTA3N15BMl5BanBnXkFtZTgwMjQ5MDYyMDE@._V1_SX400_.jpg', 'plot': 'Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.', 'rank': 34, 'actors': ['Aaron Paul', 'Chillie Mo', 'Dominic Cooper']}",9a31174f-c795-43ea-913a-451328dc10bd,41UnAPX7n7UgAAAAAAAAAA==,dbs/41UnAA==/colls/41UnAPX7n7U=/docs/41UnAPX7n7UgAAAAAAAAAA==/,"""7d002757-0000-0700-0000-5e39d81a0000""",attachments/,1580849178
